"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"hi8q21NCLt7KpOlLcgfy3cyrVO1LuREr3POs9tVp0kcnPP4A1qcwZTDP5e6M7Ysh","12616","15","2024-08-08 22:51:33","2024-08-08 23:08:35","2024-08-08 23:08:35","","i was at home with my new kitten i recently adopted. stressed about class and falling behind in lectures ","5","4","7","6","5","6","7","7","5","7","6","6","8","5","4","5","6","5","5","5","5","5","5","7","5","6","5","5","-class 2 times a week
-work on weekends 
-see friends a few times a week ","5","5","6","6","6","5","5","6","5","5","5","6","6","7","5","4","6","6","5","5","6","6","6","4","6","4","4","6","kind,carefree,organized,irritable,active,blue,assertive,nervous,polite,artistic,sociable,curious,subordinate,conventional,diligent,thoughtless,relaxed,balanced,sympathetic,reliable,enthusiastic,tidy,passive,lazy,traditional,trustful,suspicious,aloof","blue","6","favorite color"
"O-gQ4rZ94g6xaBEZj5Zj7IkG1VUXOpI07QaT2fzKrXRVbKDtnQg32FvBMcvpwNmb","12623","15","2024-08-08 23:09:36","2024-08-08 23:22:08","2024-08-08 23:22:08","","I was at home. I was packing my school bag and doing my makeup to get ready to come to the library. I was alone.","1","8","5","5","2","6","8","1","1","7","2","1","1","2","8","7","1","1","8","9","1","8","1","6","1","1","6","1","A typical week consists of going to class on tuesday and thursday with a friend. We tend to go study at IKB after class or on a wednesday. At night on a Friday or Saturday I tend to go out to a bar or club with a few close friends, meeting up with a larger group of people out. If I don't go out on a weekend, I relax by either going to the beach or smoking with friends. ","2","4","5","2","5","8","9","5","1","6","5","7","9","1","8","9","1","10","5","4","3","5","1","9","8","7","6","2","nervous,traditional,subordinate,blue,irritable,aloof,sympathetic,diligent,tidy,trustful,thoughtless,suspicious,enthusiastic,balanced,organized,kind,active,conventional,passive,artistic,lazy,reliable,polite,relaxed,sociable,curious,carefree,assertive","passive","19","Passive in what way? In terms of the situations I encounter, or how I interact with people?"
"pdTlqUKfpHZPv9xAEfOYRvkzBWBGnEbHJ16V6O6ut01seaBy9qo5puL3A-qmADMg","12668","15","2024-08-09 02:05:45","2024-08-09 02:08:08","2024-08-09 02:08:08","","I was alone eating lunch at the nest building using my phone","5","3","5","4","6","3","4","3","3","3","3","4","5","1","7","5","1","4","5","5","10","5","5","5","4","1","4","4","I will study for my finals, go to work at the cafe part time job I have and workout at the gym. ","4","6","5","6","3","6","4","5","5","4","5","7","7","3","4","6","2","6","5","5","6","8","4","5","5","5","5","7","passive,sympathetic,blue,suspicious,carefree,polite,irritable,curious,balanced,trustful,thoughtless,reliable,relaxed,kind,diligent,enthusiastic,aloof,conventional,assertive,organized,active,traditional,lazy,artistic,tidy,sociable,subordinate,nervous","blue,aloof","3, 17","I dont know what they mean"
"O0Sfj-FMpUGkki9xqgdC38dDbQhlW1d_skDUkrT3bBkQf9EjCQiFJCWX91y7UvON","12676","15","2024-08-09 02:19:15","2024-08-09 02:21:57","2024-08-09 02:21:57","","I was at home, washing clothes and playing some games, had lunch and watching the Olympic games.","1","8","7","2","3","7","7","3","1","7","2","6","1","2","8","7","3","7","7","8","1","1","2","7","6","3","6","7","Go to work, cook dinner, find my girlfriend, hang out ","3","7","8","3","2","8","8","2","1","9","1","8","6","1","8","7","3","8","8","7","2","2","7","8","6","1","2","7","assertive,subordinate,nervous,passive,suspicious,kind,polite,traditional,sympathetic,diligent,reliable,carefree,active,sociable,trustful,irritable,aloof,relaxed,enthusiastic,organized,tidy,balanced,thoughtless,lazy,artistic,conventional,blue,curious","assertive,subordinate","1, 2","Was not sure so Chose a lower score"
"WdpK1cjw_t_SuEC47rF6rMDrgIxlWUbRs6yONvy5UuTvFwsErzvOKAaRe0MS3j23","12686","15","2024-08-09 02:35:54","2024-08-09 02:40:05","2024-08-09 02:40:05","","i was driving in a car practicing for my test with my driving instructor and we were just practicing parking","6","5","8","1","4","7","10","5","4","7","3","7","6","4","8","9","2","5","6","10","2","9","7","8","6","9","5","5","in a typical week i go to class and go to he gym and hang out with my family and friends trying to spend time outside in the sun","4","9","8","3","3","7","8","4","5","7","3","7","8","4","9","9","4","8","8","9","3","6","6","6","7","6","6","5","tidy,artistic,reliable,carefree,suspicious,organized,balanced,diligent,aloof,irritable,relaxed,conventional,passive,lazy,sociable,blue,trustful,polite,nervous,kind,sympathetic,subordinate,thoughtless,curious,active,traditional,enthusiastic,assertive","aloof,subordinate,traditional","9, 22, 26","i have never been asked to describe myself in those ways"
"dUkS2G8DMS6XUab2aoBw4IiRDvSRFvjcQbP9Qqn3B-yDlDCOKejrJOQusfsnYy_S","12691","15","2024-08-09 02:41:45","2024-08-09 02:49:33","2024-08-09 02:49:33","","An hour ago, I was in my apartment. I just got back from a 3-hour class, and I was starving, so I just heated up a pre-made meal and ate it.","3","9","10","3","6","10","3","6","1","8","3","3","3","3","8","1","3","9","9","5","5","10","9","3","3","3","3","6","A typical week would include going to class, working out, and meal preparation. I would play basketball with some friend that i met in the gym for one times a week.","7","6","3","3","3","9","9","3","3","9","3","8","7","3","9","8","4","9","7","4","3","8","4","8","4","4","6","6","assertive,reliable,irritable,relaxed,conventional,balanced,passive,organized,enthusiastic,subordinate,aloof,suspicious,tidy,nervous,polite,traditional,trustful,sympathetic,diligent,curious,carefree,active,kind,lazy,blue,sociable,thoughtless,artistic","aloof","11","I dont really get how to use this word in contact "
"bUU8Hgj7hz0LxxgaxkBkeUoQKNPs4oS3hYhhqGLmCgWtxumqNWCf6Z8mwQgjxCKx","12699","15","2024-08-09 02:52:24","2024-08-09 02:58:03","2024-08-09 02:58:03","","I was in lecture at UBC. I was listening to the prof and I was with the rest of my classmates. I was feeling happy because it is the last lecture of my Bachelors degree.","1","6","2","1","1","3","1","1","5","1","3","7","1","1","7","9","1","8","10","5","2","9","1","8","1","7","5","5","In a typical week, I go to work 3x a week. I go to class 2x a week. I interact often with my roommates, who I've been friends with since high school. I see my boyfriend every day and we usually relax from our long days at night.","1","3","3","4","4","3","9","3","7","1","1","5","6","2","7","10","1","8","6","3","5","5","2","8","2","6","5","4","trustful,curious,traditional,sociable,artistic,conventional,lazy,assertive,irritable,thoughtless,polite,active,relaxed,passive,organized,diligent,tidy,sympathetic,blue,kind,balanced,suspicious,nervous,reliable,subordinate,aloof,enthusiastic,carefree","conventional","6","I am not sure what is meant by conventional. My understanding of the word is not a mental state. "
"qfX9efm5auAQ1RVyxSDSzqXazmi6JTzRT7fmTo_CPDtulsTODcrywj-2IAK63a-r","12724","15","2024-08-09 04:17:44","2024-08-09 04:28:53","2024-08-09 04:28:53","","I was with doing my psychology readings in IKB library. I was sitting with one of my close friends and was drinking an iced matcha from Blue Chip Cafe!","2","5","2","1","2","5","9","2","2","9","2","8","4","1","5","5","4","5","9","8","1","6","3","4","7","8","8","5","A typical week for me nowadays looks like waking up early, Going for my morning run, Going to class or if not class running errands, Studying alone and/or with my friends. I usually interact with my friends every day and mainly stay on campus at UBC. I go grocery shopping once a week as well usually to No Frills or Persia Foods where I may interact with the staff. I usually go get coffee from Tim's or Blue Chip Cafe a few times a week. I spend most of my time either in class or in the library.","8","4","3","4","4","4","9","6","4","10","2","5","9","1","9","8","2","7","6","7","2","7","4","6","4","6","7","5","nervous,artistic,irritable,thoughtless,balanced,diligent,reliable,active,enthusiastic,aloof,polite,sympathetic,conventional,curious,trustful,tidy,traditional,relaxed,subordinate,suspicious,sociable,assertive,kind,passive,blue,lazy,carefree,organized","artistic,balanced,diligent,conventional,traditional,subordinate,blue","2, 5, 6, 13, 17, 19, 25","I was unsure in what context these words were meant to be answered. For example Traditional- I was a little confused over what is meant by traditional and tradition as in the western world or an ethnic family backgrounds way of working?"
"xDx4rmSIWbPFNWbOc_bT5wGWv3RjeXekfJ32h-zomp_lOgKMRSGtYYFZ-9U7Qyb2","12731","15","2024-08-09 04:32:13","2024-08-09 05:30:30","","","I was on my way to work on the subway, among many strangers, and I was listening to music.","5","6","4","6","6","6","4","7","8","4","8","3","7","5","8","7","3","6","7","7","8","8","7","6","4","5","5","6","My life from Monday to Friday is repetitive. I take the subway to work in the morning, take the bus home after work, eat, rest and sleep at home, and then start a repetitive day. On Saturday and Sunday, I will sleep until I wake up naturally, I will finish my homework and work first. After everything is over, I will play games, go shopping, take a walk, or have dinner and chat with my friends.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3U02fFferzVUhYG1XgrcI2QcwM26rdYD-VfR1-HIYUjAs9cs9889CL0ZDhihLbaw","12741","15","2024-08-09 04:59:09","2024-08-09 05:06:58","2024-08-09 05:06:58","","I was finishing an assignment by myself at home. ","9","3","4","9","8","7","1","2","1","1","5","6","1","1","5","6","1","5","8","5","9","8","1","7","1","8","8","6","I work full-time, 5 days a week. I generally interact with my colleagues and sometimes we go out for lunch or activities on the weekend.","6","3","6","2","4","8","6","8","4","6","4","7","6","3","7","8","1","7","7","6","9","8","1","7","2","7","9","6","trustful,conventional,sympathetic,suspicious,subordinate,organized,blue,reliable,artistic,enthusiastic,irritable,sociable,aloof,curious,nervous,diligent,lazy,thoughtless,assertive,traditional,carefree,balanced,kind,polite,relaxed,active,passive,tidy","suspicious,subordinate,artistic,irritable,traditional,carefree,passive","4, 5, 9, 11, 20, 21, 27","Based on the context of both situations, none of the adjective perfectly fit into the situation. "
"Ub4hTG9OlS6tDZGYpp9oCuEv6Ll-_1AOjdaNLURVW38rEzl4645qXRWkb5LIwNO2","12747","15","2024-08-09 05:07:31","2024-08-09 05:14:49","2024-08-09 05:14:49","","I was in the living room getting moving boxes to get ready for moving next week. No one was in the room with me.","2","5","2","2","1","6","1","2","1","7","4","4","3","7","3","2","1","5","8","8","3","2","2","5","4","4","2","5","A typical week would look like going to class in UBC twice a week, working part time teaching children, spending time with family and friends, and the weekends with my girlfriend. And going to the gym and hiking in my free time throughout the week.","4","8","2","2","4","8","4","6","6","7","5","7","8","6","8","8","3","8","6","7","5","7","3","6","6","7","6","5","sympathetic,nervous,suspicious,irritable,tidy,balanced,relaxed,subordinate,enthusiastic,lazy,organized,diligent,traditional,reliable,active,carefree,aloof,kind,polite,curious,assertive,passive,sociable,artistic,conventional,blue,thoughtless,trustful","aloof","17","Because I looked up the meaning and responded according to what I thought was appropriate. "
"3MNbv-syAc35w2oPjnE7Fua1eEqiFt7iic8z-XtmJn_Iw4MrNbd9d4piOtV5LhNw","12750","15","2024-08-09 05:09:02","2024-08-09 05:12:32","2024-08-09 05:12:32","","I was finishing an assignment at home.","9","5","5","7","7","7","1","1","4","1","1","6","1","9","2","1","1","8","7","7","7","7","1","5","1","5","7","5","I typically go to work 5 days a week and interact with my colleagues. We sometimes go for lunch or socialize at work. We sometimes go for activities on the weekend.","7","5","3","4","4","8","9","8","1","2","2","7","7","4","8","9","1","8","8","7","7","8","2","8","2","7","8","5","conventional,active,trustful,irritable,artistic,thoughtless,sympathetic,diligent,curious,sociable,carefree,blue,enthusiastic,balanced,relaxed,traditional,subordinate,organized,nervous,passive,polite,suspicious,aloof,assertive,kind,lazy,reliable,tidy","artistic,thoughtless,sympathetic,carefree,traditional,subordinate,passive,suspicious","5, 6, 7, 11, 16, 17, 20, 22","It didn't really fit into the context."
"6Iy5aYF9RjScODNqDeR1t8zGLHmW5rxUpnnMkJNCzyuhFspNPufi2Kk4AZdbPqFZ","12776","15","2024-08-09 06:29:13","2024-08-09 06:33:26","2024-08-09 06:33:26","","I was at home laying on my bed scrolling on social media","1","10","10","1","1","7","1","1","1","3","5","1","4","1","7","1","1","7","1","2","10","1","2","6","1","8","1","1","i go to the gym and yoga class","3","5","8","1","2","5","6","2","1","9","5","2","5","4","7","5","5","7","4","5","2","7","5","2","2","6","2","2","enthusiastic,relaxed,curious,aloof,traditional,thoughtless,irritable,sociable,assertive,balanced,polite,organized,trustful,lazy,diligent,kind,active,blue,nervous,reliable,sympathetic,passive,tidy,subordinate,carefree,artistic,suspicious,conventional","aloof,sympathetic,subordinate,conventional","4, 21, 24, 28","I'm just unsure about the English meaning of it "
"UE191F5EbKFGE1hIH_Abl5e2JmPuL78qhBLVqZ4Fz0j-YM6bBOij8qAHgeSgfy-F","12794","15","2024-08-09 07:30:27","2024-08-09 07:38:04","2024-08-09 07:38:04","","An hour ago I was eating chipotle with my girlfriend as we were watching a youtube show. We had the fan on because it was hot","1","10","10","1","1","1","10","10","1","5","1","10","1","5","10","10","1","10","10","10","10","6","1","2","1","1","8","7","normally I go on walks around my neighbourhood to the elementary school and play basketball or run around the track. I go to the gym, and I interact with a couple friends that I have if they are there. On my runs around the track there is always a father and his son training for soccer so I always greet them while on my run. Then grocery shopping with my girlfriend occassionally and we play tennis 2-3 times a week in the area.","1","10","7","1","1","10","10","10","8","10","1","10","1","1","10","10","1","10","10","7","1","7","10","10","4","3","10","4","suspicious,irritable,kind,sociable,thoughtless,assertive,nervous,lazy,aloof,sympathetic,carefree,blue,polite,passive,reliable,artistic,trustful,balanced,enthusiastic,organized,traditional,curious,subordinate,tidy,diligent,relaxed,conventional,active","","",""
"B3isbL6I1kzkHziRkWdbKX1RN0FXjhcikQHeplniuvfgMytP0jgDMC6Po_nMsEBG","12807","15","2024-08-09 07:53:30","2024-08-09 07:59:42","2024-08-09 07:59:42","","I bought ice cream alone and was walking back to my dorm.","2","4","7","1","6","1","3","8","3","6","8","3","3","8","5","7","1","4","4","2","7","2","6","5","2","8","6","2","I go to work and sometimes have fun interactions with my coworkers. Then, I either go to the student union building or my dorm to study for my online course.","3","4","7","2","2","1","7","6","5","2","2","6","5","3","8","8","3","6","5","2","6","6","7","6","7","7","5","2","irritable,diligent,trustful,sociable,polite,passive,conventional,traditional,tidy,curious,lazy,active,balanced,blue,reliable,organized,enthusiastic,relaxed,thoughtless,assertive,sympathetic,subordinate,nervous,kind,aloof,artistic,carefree,suspicious","conventional,traditional","7, 8","I don't really understand what you mean by conventional and traditional in what I described? Is it like what a ""typical"" person would do??"
"pvYYdM3BthGm4NoY-kWwg5bLKZxcj4kLfGTL33XB_qIJE1-Ri17eDg-GvyPH1EFX","12836","15","2024-08-09 09:29:02","2024-08-09 09:34:37","2024-08-09 09:34:37","","At the convention center with my friends, setting up for the convention ","10","2","3","8","9","5","2","4","3","9","5","4","6","9","6","8","2","9","9","10","1","6","3","7","2","2","3","2","My home, university, the grocery store, the trails by the reserve. My roommate, my friends, my partner 
","10","4","5","7","7","8","2","5","3","7","3","8","5","8","7","7","1","8","8","7","2","7","4","8","9","7","7","2","thoughtless,carefree,artistic,relaxed,diligent,lazy,tidy,nervous,reliable,active,kind,irritable,balanced,blue,organized,polite,aloof,subordinate,sociable,traditional,sympathetic,curious,trustful,passive,suspicious,assertive,enthusiastic,conventional","diligent,blue,conventional","5, 14, 28","Mostly because they make me think twice about them before answering a question they are mentioned in"
"K1OpbEUSEnZg4vx9e8ENuqVf63cK3QdVyobEq6FzUq7J73g-XvoNEh8qFVt75ZV9","12861","15","2024-08-09 10:55:20","2024-08-09 11:13:00","2024-08-09 11:13:00","","I was at my house with my family more specifically with my sister in my room. Not doing anything important in the last hour, basically browsing my phone and trying not to fall asleep. ","7","8","6","8","9","5","4","2","5","1","8","3","7","2","6","5","4","5","1","3","10","2","9","5","2","4","5","3","In July and August, I typically attend a three-hour lecture twice a week, from 1 pm to 4 pm. Usually, I stay until around 4:30 pm to ask questions after class and hang out with my friends for a bit. If an assignment is due, I stay on campus until 9 or 10 pm to finish it with my friends. Every Wednesday and Friday morning, I attend a Tai Chi class taught by my grandparents. I'm the TA for the class, and I lead some new students in the last half-hour, helping them review the content and teaching them new movements. The class usually lasts an hour and a half, but we often run late so students can stay to practice and ask questions. The rest of my week is filled with assignments, chores, grocery shopping, occasional golf with my dad, and browsing my phone. I spend most of my time at home, often with my family.","3","4","4","4","8","6","4","4","5","8","4","4","3","4","8","5","2","6","3","2","5","5","4","6","2","5","7","4","diligent,curious,lazy,sociable,assertive,nervous,organized,reliable,blue,thoughtless,traditional,sympathetic,active,conventional,enthusiastic,polite,relaxed,subordinate,tidy,trustful,artistic,irritable,kind,aloof,carefree,balanced,passive,suspicious","diligent,subordinate,aloof","1, 18, 24","I do not understand why the words are related to the situation, that can be helpful to identify what my week/past event was about. "
"DmNfZ0CdEdQP3CbGsZ4pGDIonFd5WYFmELc1b9bRMC4Meu4nn2pFOTwlNNQxUUan","12873","15","2024-08-09 11:19:20","2024-08-09 11:24:39","2024-08-09 11:24:39","","nk","5","8","6","3","4","6","6","5","6","9","6","7","3","5","6","6","4","4","6","6","5","7","9","3","6","4","6","6","kmk","7","5","6","6","5","4","5","6","6","4","6","8","8","5","4","5","4","7","5","4","7","5","5","6","7","6","3","5","blue,sociable,artistic,irritable,thoughtless,sympathetic,diligent,carefree,aloof,trustful,organized,tidy,lazy,balanced,assertive,enthusiastic,nervous,subordinate,kind,relaxed,suspicious,traditional,reliable,conventional,curious,polite,passive,active","conventional","24","nkn"
"fvq_NAauCBqxrQtm8UqZWRrV8mclCwEp1aMtVy9tLvMMIIGe0KZRXPz1v4hcSnR3","12947","15","2024-08-09 16:49:32","2024-08-09 16:59:30","2024-08-09 16:59:30","","I was taking a test in my room.","7","2","3","8","7","7","4","5","4","3","5","4","6","7","3","6","4","5","6","8","4","6","3","7","4","2","5","3","Basically, I’m either sleeping, watching TV dramas, or studying at home by myself. Occasionally, friends come over, and we talk while having a meal.







","3","7","7","5","3","7","8","5","3","3","7","3","7","3","8","6","3","6","3","3","7","3","3","7","3","5","6","3","assertive,relaxed,active,subordinate,kind,sympathetic,conventional,enthusiastic,reliable,artistic,polite,irritable,aloof,organized,suspicious,traditional,trustful,lazy,passive,thoughtless,diligent,blue,tidy,balanced,sociable,carefree,curious,nervous","subordinate,suspicious,traditional,thoughtless","4, 15, 16, 20","I’m not sure if these words typically refer to people.






"
"xt4-IvsiWJy5tLdCDoDaHasl048TnMi10mCO-_Yvo4THfynJLtPMPOfxd0O5Njra","12954","15","2024-08-09 17:06:00","2024-08-09 17:20:43","2024-08-09 17:20:43","","I was lying on my bed an hour ago and chatting with my friend for more than an hour.","3","9","8","4","4","6","8","8","5","8","4","8","7","4","8","7","4","8","6","5","7","5","5","8","6","8","6","6","My week is very repetitive. Monday to Friday is work time. I get up in the morning, wash up, eat breakfast and go to work. I come back in the evening, wash up, play for a while and go to bed. On Saturday, I will sleep until I wake up naturally, and then complete my homework and some work tasks. Afterwards, I will play some games myself or go out to eat and chat with friends.","6","4","5","4","4","8","7","5","8","5","8","5","5","4","5","7","4","8","6","6","4","7","5","7","5","6","8","6","irritable,kind,carefree,assertive,conventional,subordinate,sociable,sympathetic,tidy,active,trustful,balanced,relaxed,artistic,polite,blue,aloof,thoughtless,diligent,suspicious,enthusiastic,organized,nervous,passive,curious,lazy,traditional,reliable","aloof","17","I searched the meaning of this word on the Internet and got a quick but superficial understanding of the general meaning and status of the word, and then I gave the choice based on my simple understanding and mood at that time."
"3TGJHL2bGDGPpNoe1qcPS-0mN0luDBlmCegyk34LoCSB5Afo0f582m0nk6JWbbsZ","12961","15","2024-08-09 17:14:16","2024-08-09 17:23:40","2024-08-09 17:23:40","","I was fulfilling my HSP credit requirements for a summer psych course in my room. I had just woken up and gotten to work.","1","10","3","1","1","1","1","10","1","7","7","7","1","3","1","10","1","10","10","10","1","9","1","10","1","4","5","1","I am working at a hotel over the summer and living in staff accommodations. I typically wake up, eat breakfast, head to work, go to the staff caf with my friends during or after my shift, and then hang out with them. We go to one of our rooms and watch movies or play games, or we bus into town and grab a meal or dessert and go bowling or for a walk. On days off I clean my room, scrub the bathroom, do laundry, etc. and try to read or study or hike. ","8","9","9","8","10","2","10","5","2","8","5","8","1","4","7","6","1","6","8","8","10","5","6","9","1","8","1","1","artistic,thoughtless,passive,carefree,nervous,sympathetic,organized,irritable,blue,assertive,active,reliable,aloof,subordinate,trustful,kind,tidy,conventional,polite,traditional,relaxed,diligent,curious,lazy,balanced,sociable,enthusiastic,suspicious","blue,aloof,conventional,traditional,balanced","9, 13, 18, 20, 25","Would ""Blue"" be indicating sadness? ""Aloof"" I am unsure how it differs from ""carefree"". ""Conventional"" and ""Traditional"" carry the same confusion, as would that mean something along the lines of doing the same things I usually do or am expected to do? And ""Balanced"" I am also unsure how the researchers would like it to be interpreted/defined. "
"KWEMEVxyXx1OBStv2sPcV4CJGwSz6QWa559udvaviylIgj0BlsI4RxMw9Eh0Mj_5","12979","15","2024-08-09 17:59:50","2024-08-09 18:12:01","","","I woke up and ate some breakfast in my kitchen with some family who is visiting from another country. ","5","8","4","1","1","6","3","1","9","2","1","2","2","5","8","6","1","9","6","7","7","6","4","5","1","1","9","9","I usually commute to school by public transit, attend class, study either by myself or with a friend, commute by home. I spend a lot of time babysitting younger siblings and  occasionally helping with homework. I also like taking hour long walks, going to the mall, listening to music, reading, and spending time on the internet(for entertainment).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"74PiU7VmlRQEaVWQtOG2vlxwU-C-ZrE5H0-ZEyasyLvsFiD3cxIoKj6NbXdors7G","12985","15","2024-08-09 18:12:05","2024-08-09 18:23:32","2024-08-09 18:23:32","","I woke up, got ready, and went down stairs to the kitchen to eat breakfast with some elders I have not seen in a long time so I wanted to make a good impression. I was also sleepy during this time","2","8","4","1","1","6","7","1","9","3","9","2","1","6","9","10","1","9","7","7","9","8","9","7","1","1","9","10","I commute to school, attend class, and either study by myself or with a friend for several hours before commuting back home. I also spend a lot of time babysitting my younger siblings and occasionally help with homework. I like taking daily hour long walks, going to the mall, listening to music, reading, and spend time on youtube. ","3","7","7","5","7","7","7","7","6","7","7","9","7","7","8","7","7","9","6","3","7","7","7","8","5","9","7","7","kind,assertive,enthusiastic,passive,blue,organized,sociable,sympathetic,suspicious,carefree,thoughtless,irritable,traditional,relaxed,reliable,diligent,subordinate,tidy,conventional,aloof,trustful,lazy,artistic,active,polite,balanced,nervous,curious","blue,thoughtless,aloof","5, 11, 20","I gave myself rating across these criteria based on an assumption that:

- blue meant sad
- thoughtless meant that I was relaxed and was not worried
-aloof meant that I did not really care about the things around me"
"FpNDGyZ5YLitZpqI_1IGtNszL199ZbVqYMXmt9JHxWYoB0VqU2C4U5xyRvgAUzLm","12999","15","2024-08-09 18:55:04","2024-08-09 19:27:08","2024-08-09 19:27:08","","I had just woken up this morning, and had been checking my phone, replying to texts and procrastinating getting out of bed. I was alone.","8","7","3","8","9","3","3","1","1","1","10","3","4","1","5","1","5","3","4","4","10","2","6","3","1","3","8","1","I go to my classes (twice a week) and then generally I am back at my apartment. I am generally an introvert so in public I generally don't talk to many people unless I'm with my friends. I'll spend time with my friend around once or twice a week, but other than that my life revolves around school. I will either be doing my schoolwork, cooking myself food and other household things, and then I like to watch tv and play my videogame that I'm currently obsessed with. Generally i'll get high and watch a movie once a week ","10","4","3","6","6","4","3","3","5","4","6","6","10","8","9","8","4","8","4","7","8","7","3","8","6","4","4","2","active,tidy,passive,enthusiastic,diligent,curious,assertive,balanced,traditional,sociable,trustful,relaxed,subordinate,reliable,kind,aloof,organized,blue,sympathetic,polite,carefree,conventional,artistic,nervous,lazy,irritable,suspicious,thoughtless","traditional,subordinate,conventional","9, 13, 22","generally I would not use those words in describing how I feel, and honestly I can't understand what is being suggested with traditional and conventional. I think that Is something that's rather up for interpretation and that it means different things for different people. Something that is traditional for one person may be completely the opposite for another so I struggle to understand how that can be particularly helpful in a survey like this"
"dvFRQW2SEyI7YJn2uzVp2f6F209VDtO1YkYRPflkvX2qmDx8AvFD9n9lJcNip0Ak","13007","15","2024-08-09 19:17:24","2024-08-09 19:21:00","2024-08-09 19:21:00","","I was asleep and waking up to my 9am alarm, alone in my bed.","4","5","4","4","8","1","1","1","1","1","1","1","1","10","1","1","1","1","1","1","10","1","6","1","1","1","1","1","I work on the weekends, go to school 3 days a week and see my boyfriend and friends in between when I have the time.","4","6","5","1","4","7","10","5","5","4","1","5","1","1","10","10","1","10","7","3","3","10","1","9","1","1","5","1","relaxed,enthusiastic,active,nervous,traditional,sociable,trustful,curious,suspicious,polite,sympathetic,artistic,blue,organized,aloof,conventional,passive,lazy,reliable,subordinate,thoughtless,irritable,kind,assertive,diligent,tidy,balanced,carefree","subordinate,diligent","20, 25","because those were the two I was unsure about"
"apP5uEnwmRGr1uRuueC7o1fQjeiKq78rELJqEJWdekt_-Fo2IkoRelKO2VnoSO0m","13017","15","2024-08-09 19:46:17","2024-08-09 19:50:39","2024-08-09 19:50:39","","I just woke up and I was watching youtube alone","1","10","10","1","1","6","1","1","5","1","10","5","9","10","9","8","1","5","10","10","10","5","10","5","10","5","7","5","I go to the gym, meet my friends, go out to the movies, cook once or twice, play videogames
","1","8","6","5","4","10","10","8","5","10","9","5","9","9","9","8","3","9","10","8","3","6","8","10","10","8","6","1","thoughtless,reliable,suspicious,passive,kind,polite,diligent,trustful,active,lazy,enthusiastic,artistic,organized,irritable,balanced,relaxed,sociable,subordinate,carefree,traditional,tidy,sympathetic,curious,conventional,assertive,aloof,nervous,blue","subordinate,traditional,conventional,blue","18, 20, 24, 28","All of these terms are vague and subject to individual interpretation of what exactly is ""traditional"" for example."
"kJ4U119wFeXY-5gB8PUdOUWAG7jGInKyRwzmAThO6bjqxb1uN6PP4lsQ_AEgwu-D","13034","15","2024-08-09 20:26:51","2024-08-09 20:31:24","2024-08-09 20:31:24","","I was having breakfast. It is my birthday so I decided to have a good one. ","3","8","1","4","3","6","2","1","1","3","7","5","1","5","2","1","1","1","8","4","6","2","7","1","1","2","2","2","I go to cafes, I meet up with my friends from school or work. I play video games and make music. ","5","2","3","5","7","5","8","2","2","3","3","5","6","3","8","9","2","7","7","7","5","4","3","6","8","5","1","2","blue,assertive,thoughtless,passive,kind,traditional,conventional,sociable,reliable,trustful,nervous,subordinate,enthusiastic,tidy,curious,irritable,relaxed,suspicious,active,lazy,aloof,carefree,sympathetic,artistic,diligent,balanced,organized,polite","subordinate","12","Not sure how it is used in this context. "
"Bt_EiACukOyvd_qcT2C24LG9FAmmmJOAr3k1m-ADRXe32wx-_FMJUXpsZOE67QwF","13044","15","2024-08-09 20:47:45","2024-08-09 20:50:05","2024-08-09 20:50:05","","Watching TikTok","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Class Sorority Work

Friends Boyfriend Family","5","6","5","5","6","5","5","6","5","5","6","5","5","6","5","5","6","5","5","6","5","5","6","5","5","6","5","5","diligent,blue,carefree,suspicious,organized,active,trustful,relaxed,artistic,assertive,reliable,tidy,subordinate,aloof,thoughtless,conventional,traditional,passive,nervous,polite,enthusiastic,sympathetic,sociable,kind,irritable,curious,balanced,lazy","organized,conventional,irritable","5, 16, 25","Not sure"
