"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"UVL-UqZ4jN55gzqf913ecGr1w5vXtKBNc6prhm7uMauzP9suRvD7OQF9ydnxqd4J","1237","15","2024-07-11 21:53:25","2024-07-11 21:56:52","2024-07-11 21:56:53","","I was hanging out with my friend who i haven't seen in a while. We were walking around, while i was waiting for my girlfriend.","7","7","4","8","10","7","8","9","4","9","9","10","9","1","7","10","8","8","9","10","1","10","2","10","7","9","10","8","In the morning i take my cat out for a walk, after that i go to drop my brother off to school. Tuesdays and thursday i go to school, and in the evening i hang out with my friends.","8","4","4","3","9","7","10","9","8","9","7","9","5","1","3","6","6","9","7","9","2","8","9","5","8","8","9","8","balanced,carefree,blue,suspicious,conventional,tidy,organized,diligent,subordinate,traditional,thoughtless,reliable,trustful,passive,artistic,irritable,enthusiastic,relaxed,nervous,sympathetic,assertive,curious,lazy,sociable,aloof,active,kind,polite","","",""
"Xl7CHmW3sNxVjlk7ZADgY9tfn7oHIyPTeEAPXV124r1mDJ8YIoIK09ACFNcqFJyn","1262","15","2024-07-11 23:29:44","2024-07-11 23:41:48","2024-07-11 23:41:48","","An hour ago I was having lunch while studying for my PSYC class. I was in my apartment, at my desk, alone, eating my food and reading my textbook.","3","4","5","3","7","5","1","3","5","5","5","5","2","4","5","5","5","7","4","5","8","5","5","5","1","6","6","5","In a typical week, I go to the gym, go to class, the grocery store, but mostly remain in my apartment. I go to the gym 4 days a week, and my friend drives us to the location about 30 minutes away. On Tuesdays and Thursdays, I have lectures, where I attend class. Finally on Saturdays, after the gym, my friends and I go to Costco to get groceries for the week. Aside from this and watching my friends play d&d Saturday nights, I remain in my apartment. Sunday I meal prep for the week","8","1","1","8","9","3","6","6","3","9","3","6","5","8","8","7","7","7","4","4","9","7","7","8","4","7","4","5","kind,enthusiastic,tidy,trustful,relaxed,polite,subordinate,traditional,curious,passive,balanced,organized,sympathetic,sociable,irritable,diligent,thoughtless,reliable,nervous,carefree,lazy,suspicious,aloof,conventional,blue,artistic,assertive,active","subordinate,traditional,balanced,conventional","7, 8, 11, 24","I am just unsure of the meanings of these words in the context of the survey to describe my feelings/actions throughout the week."
"BfLb4oxu2UR6UKP1qK8j6qrcwG7jGtTf2gLUyC132D1hKftk6HjciqaMV7CrNmjl","1273","15","2024-07-11 23:51:37","2024-07-11 23:56:44","2024-07-11 23:56:44","","I was at home preparing to go to school, I was with my girlfriend and finishing up on course registration","8","2","2","8","6","5","5","8","2","3","2","3","5","2","6","6","2","6","8","8","3","8","2","7","4","2","3","5","I’ll go to work 2 days a week, go to school two days a week and have a day off to workout, exercise and hangout with my girlfriend or friends. I’ll talk to my dad or brothers once a week through a video call.","5","4","3","4","5","8","6","4","4","7","4","3","6","4","7","7","1","7","8","8","4","7","3","7","6","5","3","5","reliable,thoughtless,diligent,active,blue,aloof,assertive,suspicious,passive,enthusiastic,balanced,sympathetic,sociable,trustful,subordinate,irritable,conventional,artistic,carefree,nervous,tidy,traditional,curious,relaxed,kind,polite,organized,lazy","","",""
"f58NIBwcFFtGgjiXsAKwurXzqq7OYVKacleQWycGsdeXmBNsPEqBNvknw46no2_Y","1288","15","2024-07-12 00:32:04","2024-07-12 00:39:25","2024-07-12 00:39:25","","I was in the classroom with my professors and fellow students.","9","6","8","7","8","6","7","5","6","7","6","8","9","7","7","8","6","9","8","8","6","7","4","9","7","8","8","8","Go to campus for classes, go to my part-time job, completing homework, doing chores, and hanging out with friends when I can.","8","7","7","8","8","6","7","7","7","7","6","8","9","7","6","8","6","8","8","6","6","7","3","8","8","8","7","7","organized,polite,lazy,relaxed,suspicious,artistic,aloof,irritable,sociable,assertive,sympathetic,reliable,curious,balanced,carefree,trustful,traditional,subordinate,enthusiastic,diligent,kind,blue,passive,active,nervous,thoughtless,tidy,conventional","suspicious,aloof","5, 7","Not sure if it means the same as what I thought it is."
"iUiOMOy5jiIBG8JTdRq4IJZ4HcC-O0EYrmTEbd1qYszwWNgmadxRVLYWshE9meVL","1292","15","2024-07-12 00:39:21","2024-07-12 00:45:12","2024-07-12 00:45:12","","I was sitting infant of a cafe, enjoying a coffee while completing school work. I was sitting alone, in the shade  in Kitsilano.","5","4","3","7","5","2","6","2","5","2","5","4","4","2","7","5","3","7","4","4","4","3","2","6","3","1","5","4","in a typical week tis summer, I find myself spread between work, the beach, camping, hiking and at cafes. This is usually with other people.","6","6","3","7","5","3","8","3","5","7","6","4","4","2","6","7","4","6","5","7","3","6","4","6","2","3","6","5","enthusiastic,sympathetic,irritable,carefree,conventional,sociable,passive,tidy,nervous,organized,traditional,assertive,polite,artistic,trustful,lazy,relaxed,diligent,curious,thoughtless,aloof,subordinate,suspicious,blue,reliable,balanced,kind,active","subordinate","22","I think it could have varying meanings?"
"nBl7fp5buINjSvhH4zlomudBzKsx6dE9xKXrKpcpsInGKKcme-nk67algoiXn7AB","1535","15","2024-07-12 19:47:09","2024-07-12 19:49:41","2024-07-12 19:49:41","","i was doing an assignment in my house alone","9","4","1","4","7","4","6","5","4","8","4","6","3","4","2","7","4","6","4","3","8","6","3","3","2","6","3","3","i usually attened classes, go to the gym, meet my friends","5","7","5","5","6","5","7","4","4","4","7","6","4","5","6","7","6","6","8","6","6","5","5","6","7","5","6","7","lazy,irritable,traditional,diligent,blue,suspicious,enthusiastic,organized,tidy,carefree,kind,conventional,balanced,polite,aloof,artistic,active,curious,nervous,assertive,trustful,subordinate,reliable,sociable,passive,relaxed,sympathetic,thoughtless","","",""
"JBgug7qp2NOqbqHGkSHpJlJalZ4bo74XikXU78H_iK08csuIU0lTYon5XsPd1hyi","1605","15","2024-07-13 01:00:43","2024-07-13 01:04:22","2024-07-13 01:04:22","","laying on my bed, scrolling on phone, by myself","1","9","4","2","2","4","2","2","4","4","9","4","2","6","4","3","3","4","5","5","4","2","9","4","2","7","2","5","go to school, interact with family members, scroll on phone, do homework","6","3","4","4","3","4","4","3","4","4","3","4","3","5","4","4","3","4","2","3","5","3","3","4","4","3","3","3","reliable,aloof,kind,artistic,active,conventional,sociable,curious,passive,polite,carefree,thoughtless,diligent,relaxed,traditional,balanced,organized,subordinate,suspicious,tidy,assertive,lazy,blue,irritable,enthusiastic,trustful,nervous,sympathetic","subordinate","18","because it was the word that I was least familiar with."
"d7MfqPTCGrR4-qCpcPrJ9tMf4QHMrTDV9dfKaA_9U-SyTIOSNeY66NC8ZrRfMz0Q","1625","15","2024-07-13 02:03:55","2024-07-13 02:10:13","2024-07-13 02:10:13","","An hour ago I was in my kitchen, I was making ramen noodles, I was with my sister, I was hungry ","1","8","8","4","7","5","4","1","1","1","5","1","4","1","7","7","1","6","6","7","9","4","6","7","1","1","1","6","I go to school, the temple, my friends house, my cousins house, the gym, sushi place, coffee shop, either the beach/ path for walking or a hiking spot","5","4","7","3","4","8","7","7","5","8","2","8","8","1","9","9","1","9","9","9","5","8","3","9","6","7","8","5","irritable,subordinate,passive,curious,thoughtless,sociable,trustful,enthusiastic,polite,traditional,sympathetic,lazy,nervous,relaxed,active,carefree,balanced,tidy,reliable,blue,artistic,suspicious,kind,aloof,organized,assertive,diligent,conventional","irritable,subordinate,passive,curious,thoughtless,sociable,trustful,enthusiastic,polite,traditional,sympathetic,lazy,nervous,relaxed,active,carefree,balanced,tidy,reliable,blue,artistic,suspicious,kind,aloof,organized,assertive,diligent,conventional","1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28","I am sorry I didnt mean to click them for being unsure I thought they were for what words I knew the meanings of "
"nD9XfVoR1lj9FUUlWWrQouHwjDM0rt4NfNioUffloE1B-4cUZXxy3eHBjRQ3xgzh","1879","15","2024-07-13 22:13:11","2024-07-13 22:24:28","2024-07-13 22:24:28","","Currently is Saturday - around an hour ago I was eating breakfast with my family in the kitchen while listening to soft rock on the television. ","1","7","6","1","1","9","8","2","2","2","7","6","1","2","9","7","1","8","5","5","7","3","2","9","7","2","5","7","A typical week in my life at the moment comprises of me working a 9-5 office job at a skin care company. During then I spend a lot of time communicating with my boss and co-workers. Once off, I try to dedicate time in studying for my summer psychology course and taking time for self-care. ","8","4","2","3","1","6","7","6","7","9","3","6","1","1","9","10","1","9","8","2","1","10","1","9","2","9","9","9","curious,irritable,nervous,kind,polite,thoughtless,lazy,carefree,suspicious,traditional,diligent,active,subordinate,blue,sociable,reliable,assertive,tidy,sympathetic,trustful,artistic,aloof,conventional,passive,relaxed,balanced,enthusiastic,organized","traditional,aloof,conventional","10, 22, 23","""Conventional"" and ""Traditional"" can take on different meanings within different contexts - for instance, something traditional or conventional to my mother might not be to me. ""Aloof"" has just been a term that I haven't utilized to a greater extent - however the definition is pretty straightforward. "
"y0y8AIDfFLrLK0zmiV-5hZXexKG1AV7cExPBTLQoHtuc7VRia_TyIh2I7vfHUA8J","1897","15","2024-07-13 23:11:18","2024-07-13 23:20:22","2024-07-13 23:20:22","","Making lunch in my apartment, The tv was on, I was with my 2 dogs, no one else was home","5","4","5","6","7","5","2","3","5","3","9","5","3","6","7","4","2","4","2","2","4","4","9","5","4","5","2","3","I go to class twice a week and stay at my apartment 3 nights a week, I volunteer at a dental office on Mondays, I stay at my parent's apartment on the weekends and I usually go to the beach on Saturdays with friends. I spend a lot of time with family, we watch tv together and go out for dinner on the weekends. ","8","3","4","7","7","2","6","1","5","2","6","6","5","6","8","7","4","8","3","6","7","5","3","8","3","7","3","2","enthusiastic,organized,carefree,tidy,sympathetic,traditional,artistic,thoughtless,curious,lazy,passive,blue,assertive,trustful,relaxed,conventional,sociable,nervous,irritable,reliable,balanced,subordinate,active,kind,polite,aloof,suspicious,diligent","active,aloof","23, 26","I did not mean to put active. I've seen the word aloof in some contexts but I'm not sure what kind of connotations that word has"
"8CTqLu5jfHxCujSZRp2d7apR1KbLL_b_zmmVXfqnbSg6oKB3kAc6cZ_iazd0yio3","1973","15","2024-07-14 05:08:53","2024-07-14 05:16:40","2024-07-14 05:16:40","","I was taking a shower inside my bathroom, my family is doing their own things in the home. ","1","9","5","2","2","3","1","1","2","3","10","2","1","4","2","2","1","6","5","6","3","6","9","2","1","1","4","4","I typically go to school for a few days of the week, go to work for a few hours on some days, go back home on the weekends and normally stay on campus in my dorm during the weekdays. I do assignments, study, watch videos, cook, eat. I interact with friends, classmates, co-workers and other people at work, and my family. ","8","4","3","5","6","5","3","3","7","3","8","3","9","2","7","7","1","9","4","1","3","7","2","9","3","6","5","4","assertive,relaxed,irritable,passive,sociable,conventional,trustful,reliable,traditional,carefree,blue,suspicious,subordinate,diligent,thoughtless,lazy,kind,aloof,sympathetic,curious,artistic,nervous,organized,active,enthusiastic,tidy,balanced,polite","conventional,traditional,subordinate,aloof","6, 9, 13, 18","Kind of know the meaning but could not define if you wanted me to"
"vCz3zVPOZ1foTWAKbpceXDDg7uDmaJiRMTxXOlWhaE3ZjaCsJckBDlEiA5ZsOD1a","2003","15","2024-07-14 07:09:10","2024-07-14 07:17:53","2024-07-14 07:17:53","","I'm in my dorm, playing a video game with my boyfriend on my bed","4","10","9","4","9","9","8","3","5","9","3","9","6","7","7","7","3","9","7","6","10","10","5","4","8","6","6","5","I am working full day 8:30~16:30  from Monday to Wednesday. Sometimes hang out with my friend after work during these days or spend time with my boyfriend. I'll then either hang out with my friends (like going hiking or doing some sport, going to a restaurant), spend time with my boyfriend, or study by myself and sleep.","5","6","3","7","7","8","10","6","6","9","4","7","6","7","6","10","6","8","8","4","4","6","4","9","5","5","8","6","assertive,suspicious,reliable,sociable,aloof,carefree,artistic,trustful,active,enthusiastic,conventional,traditional,polite,subordinate,blue,diligent,curious,irritable,relaxed,tidy,passive,thoughtless,lazy,organized,kind,nervous,balanced,sympathetic","assertive,aloof,carefree,artistic,subordinate","1, 5, 6, 7, 14","Unsure about these words' meaning when using them describing my feeling"
"Oz9RCrmD_v8E6X75UdwSywOSLfekKRjeqMj4T7R4MPOgb4AYFCRkXj0OYPgaDmYE","2027","15","2024-07-14 08:15:15","2024-07-14 08:26:37","2024-07-14 08:26:37","","I was working as a hostess, bringing customers to their table, and taking phone calls for take out orders. ","6","4","4","4","1","8","10","8","10","10","6","5","5","1","9","10","6","5","10","10","1","10","1","10","1","1","6","5","I tend to go out in the mornings to a cafe and will do some studying for a few hours. Then come home to relax a little before running some errands. Sometimes, I would bump into regular customers I see at work and we would have small chat for a little bit then I would proceed to go by my day of errands. Then when it's near the time to get ready for work, I would go home to change and get to work. Once off work, I would grab something to eat or come home to cook a small meal and then start getting ready for bed. ","5","4","5","1","4","10","6","5","5","10","8","5","6","1","8","10","5","5","10","10","1","10","1","10","6","10","6","7","curious,tidy,lazy,balanced,irritable,blue,kind,active,reliable,carefree,sociable,nervous,assertive,conventional,polite,suspicious,diligent,organized,relaxed,trustful,sympathetic,traditional,artistic,passive,thoughtless,aloof,subordinate,enthusiastic","conventional,subordinate","14, 27","For subordinate, based on my situation it would seem to be more fitting that it meant someone who is under an authority as at work, I need to listen to my boss and manager's so that I do not get in trouble but it could also mean that I am less important which seems a little off in a workplace because I believe each positions has its own importance and thus why there is that specific position available. As for conventional, I'm a little confused on how that adjective fits into the context of my situation."
"gKumCohT6Q3BDRMLwVlA0Tj4aE_Mg6tsKvxtJRLdEqwh-UAr136BiJhFKQM4PeXI","2104","15","2024-07-14 14:11:47","2024-07-14 14:28:43","2024-07-14 14:28:43","","I was at home taking a nap. Only my mom and I were in the house, but she was doing her own thing. ","1","10","10","6","1","1","1","4","1","1","10","1","4","8","7","4","2","7","4","1","10","1","10","7","1","3","1","1","I currently go to work Monday to Friday 9-6pm. After that, I typically go home and eat dinner with my family. I'm trying to find more of a work life balance, but because my work is so demanding, I'm just at home resting, watching tv outside of work. Maybe once a week I would go grab lunch or dinner with a friend.","4","3","4","7","8","2","6","5","8","4","3","7","8","4","8","7","4","7","8","7","7","7","4","8","4","7","5","6","curious,aloof,balanced,nervous,assertive,irritable,artistic,sociable,polite,active,trustful,relaxed,lazy,enthusiastic,carefree,conventional,organized,kind,sympathetic,thoughtless,tidy,reliable,traditional,subordinate,blue,passive,diligent,suspicious","conventional,traditional","16, 23","I'm just unsure when it is indicating. Like am I using traditional/ conventional views to make daily decisions"
"KguRlIdFyAVc4O-GHV6ZdIzP7k9-6zz7OOre7K9z3p_hMbqeeveohCQzeUVOfwd0","2225","15","2024-07-14 23:48:37","2024-07-14 23:58:51","2024-07-14 23:58:51","","I was in my room by myself, scrolling through Instagram on my phone while sipping an iced capp. I was procrastinating watching a lecture I had missed the previous week. ","1","6","3","1","2","4","1","3","2","2","7","7","6","1","8","7","1","7","4","5","9","4","1","4","7","7","4","3","A typical week consists of me going to school and then work in the evenings Mon-Fri. Usually I have weekends off and will study for an exam or use that time to catch up on errands and meet with friends. ","4","8","7","6","8","9","9","7","1","9","6","8","7","2","9","9","4","8","9","8","9","9","8","6","7","7","6","2","sociable,relaxed,assertive,lazy,nervous,artistic,kind,subordinate,aloof,enthusiastic,balanced,sympathetic,irritable,reliable,conventional,organized,polite,active,trustful,curious,carefree,diligent,thoughtless,tidy,blue,traditional,passive,suspicious","subordinate,conventional","8, 15","I do not use these words as part of my daily vocabulary, so their definitions are a little unfamiliar. I searched them up on Google before answering the questions though. "
"5BgE4rXj8CC6BH8GNBTbWUosqlS-OK_uKmx_u63M8KuuHw9u7OYHdfvUpLjPNMUa","2391","15","2024-07-15 12:47:46","2024-07-15 12:52:01","2024-07-15 12:52:01","","I was at work at a child therapy centre. I was making graphics for social media while eating gummies with my coworker. ","1","9","2","3","1","8","9","7","5","5","2","8","5","3","9","9","3","9","8","8","1","8","4","10","10","6","6","3","My typical week involves going to work from Monday to Friday then either going out with family or friends on the weekends. ","6","5","5","5","3","9","7","8","5","5","5","5","8","5","7","8","5","7","5","5","7","7","5","7","8","8","5","3","irritable,assertive,polite,subordinate,nervous,balanced,blue,traditional,enthusiastic,kind,conventional,active,reliable,suspicious,carefree,aloof,relaxed,curious,passive,thoughtless,organized,artistic,sociable,sympathetic,diligent,trustful,tidy,lazy","","",""
"vJi3u6E11vxeG8JWX9XwG9GKaOcFV88MtOZgJHjuTzENMaQ5UIWzXKrjiaNgM_wX","2527","15","2024-07-15 23:23:23","2024-07-15 23:33:02","2024-07-15 23:33:02","","I was scrolling on TikTok sitting in my bedroom by my study table by myself.","5","7","8","5","2","4","1","1","5","1","10","1","2","7","4","1","7","2","4","8","10","1","9","4","1","8","7","1","On Sundays I go to work, come home, make breakfast, watch YouTube, and then get some homework done in the evening. Everyday I shower in the evening. Mondays are my days off so I sleep in, wake up have breakfast, then watch some YouTube/netflix/disney plus and then get some school work done. Tuesdays and Thursdays I have class so I wake up, have breakfast get ready and go to school, then I come home in the evening have dinner, shower and sleep. Wednesdays and Fridays are similar to Mondays. Saturdays I have work in the morning, and similar to Sundays I come home watch YouTube with my breakfast and then get some school work done. I only really interact with my mom on a daily basis. sometimes my cousin sister, brother in law, and niece will come over and I'll interact with them. Tuesdays and Thursdays I have class with my friend and sometimes I'll hang out with her after class. I tend to stay home most of the time in my room playing music, watching YouTube, Disney plus etc, reading books on my kindle, etc. everyday I either make tea or coffee for my breakfast with toast. I tend to do my signature hairstyle the night before school or work.","9","3","8","10","7","2","4","6","5","4","8","6","6","1","10","8","10","10","1","3","9","4","1","9","2","10","7","4","assertive,thoughtless,relaxed,lazy,traditional,sympathetic,polite,conventional,blue,tidy,aloof,active,irritable,artistic,enthusiastic,diligent,sociable,reliable,subordinate,curious,suspicious,passive,kind,trustful,balanced,nervous,organized,carefree","conventional,subordinate,balanced","8, 19, 25","I feel like these terms can be understood in different ways. Balanced for example, do you mean I feel balanced emotionally? Or is it physical things like balancing school, work, social life etc. "
"bow0gAxLju7O50iOWXtqRuClw7FH-Nzu2moTxV79bozY1d39EwB6mBLRt3X6K1I_","2565","15","2024-07-16 01:59:24","2024-07-16 02:04:36","2024-07-16 02:04:36","","i was a home and i found out that i am menstrating. Therefore, i wen to the store by myself to buy more feminine hygiene products.","8","7","7","5","4","8","7","4","8","6","4","8","8","6","8","8","4","8","6","6","7","6","4","8","4","7","6","6","I typically stay at home to complete my online courses. I work part time so the times i would leave my home is to go to work and hang out with my friends.","7","7","7","4","7","7","7","7","7","6","7","7","7","7","7","7","7","7","7","7","6","7","7","7","7","7","7","7","kind,sociable,tidy,balanced,lazy,blue,active,sympathetic,diligent,subordinate,curious,nervous,polite,irritable,organized,reliable,passive,conventional,assertive,artistic,suspicious,traditional,relaxed,trustful,aloof,thoughtless,enthusiastic,carefree","subordinate,conventional,aloof","10, 18, 25","I do not use those words on a day to day basis"
"Q6-gHxqfBgfVpSHrnChDUgnR5xOEZODPT4-bm2jjmGYyOPnm-ZdYfuoco8V0R9PG","2611","15","2024-07-16 05:17:18","2024-07-16 05:27:21","2024-07-16 05:27:21","","I was at my home (kitchen), cooking dinner for myself while watching a Korean drama show. My mom was in the living room watching it as well. ","3","6","2","2","4","8","3","8","2","9","1","4","7","4","6","4","2","7","8","9","7","7","8","6","3","3","5","3","I usually spend most of my time either working on my assignment or spending quality time on myself and doing all sorts of hobbies (such as playing bass guitar, writing with fountain pens, watching youtube, typing with a mechanical keyboard, drawing, etc.).","2","7","7","4","4","4","3","7","2","8","2","5","7","4","4","3","1","5","6","6","6","4","4","5","9","9","8","5","passive,organized,suspicious,polite,trustful,kind,diligent,sympathetic,relaxed,balanced,traditional,sociable,lazy,active,irritable,blue,aloof,conventional,reliable,curious,subordinate,tidy,carefree,thoughtless,artistic,nervous,assertive,enthusiastic","suspicious,diligent,traditional,irritable,aloof,conventional,subordinate","3, 7, 11, 15, 17, 18, 21","My lack of English skills + words that I usually see as other meanings than to describe one's feelings"
"VLlHoZvpU5Y7tD65cosaarUXz0kdkXBKV-s0D7-VkeaL2pRxsmSR8jdH42Ck9OSM","2848","15","2024-07-17 00:17:31","2024-07-17 00:21:35","2024-07-17 00:21:35","","writing a midterm exam in a classroom
","10","1","1","8","8","3","1","3","10","3","3","1","6","6","4","7","5","3","5","5","3","6","7","3","2","6","10","10","work three days a week and go to school twice a week ","2","5","6","4","6","6","8","7","6","6","5","6","8","4","6","8","3","6","8","6","6","8","4","6","5","4","6","8","trustful,blue,aloof,kind,irritable,subordinate,tidy,lazy,assertive,artistic,enthusiastic,sociable,balanced,suspicious,traditional,sympathetic,reliable,nervous,thoughtless,relaxed,passive,polite,carefree,diligent,conventional,curious,active,organized","aloof,balanced","3, 13","not sure what it means in the context of the question
"
"oQ-ZF1PGPW-bkn1AUV4JCvX-URV8XWZgMBx41avww8T99AaAtSno7qwfe6xe3nko","2862","15","2024-07-17 00:54:33","2024-07-17 01:05:43","2024-07-17 01:05:43","","I was sitting in the AMS Student Nest, playing video games on my phone with my earbuds in while eating lunch and drinking coffee. I was not with friends or anyone I knew.","6","9","7","1","1","5","1","1","1","1","7","7","3","8","1","5","1","1","5","4","7","8","1","1","3","1","1","2","I attend lectures where I listen to the lecturer and take notes, but don't talk to anyone in the class. On days I don't have lectures, I work in one of the labs on campus, where I talk to my supervisor and complete tasks both with her and by myself. After lectures/work, I go to the AMS Student Nest to eat lunch and then complete homework while listening to music, after which I go home and eat dinner, then play some video games and/or read before I go to sleep. On weekends, I often get breakfast with my best friend and then we go to the Nest and do work sitting next to each other with headphones in, and then sometimes get dinner or have a few drinks afterward.","4","7","6","1","1","8","3","1","1","3","8","6","2","7","9","9","1","5","4","2","9","7","1","8","2","4","1","1","traditional,trustful,curious,sympathetic,active,sociable,balanced,aloof,blue,polite,reliable,artistic,conventional,organized,carefree,assertive,kind,diligent,lazy,passive,suspicious,irritable,subordinate,relaxed,tidy,nervous,enthusiastic,thoughtless","traditional,balanced,conventional,suspicious","1, 7, 13, 21","Traditional/conventional: what behaviours are traditional? Does that mean traditional for me, personally, or for society as a whole??
Balanced: balancing what exactly? Do you mean like emotionally centered, or just like balancing tasks/organized?
Suspicious: does this mean I'm acting suspicious (i.e. other people are suspicious of me) or am I suspicious of other people?"
"rU11b89zGyYSpz08Dt0l806z_ierOiP8NyqA8v-hGNS35wzEJhBabr4MRETVr_nD","3119","15","2024-07-17 21:28:27","2024-07-17 21:37:28","2024-07-17 21:37:28","","I was at a cafe planning my future travels for august by myself.","3","6","4","2","1","6","4","2","5","2","8","9","3","3","5","6","1","4","5","5","3","5","3","3","6","6","3","3","In a typical week, I find myself going to cafes, the beach, for hikes and interacting with friends.","4","4","3","5","2","4","7","5","3","7","5","4","5","3","6","7","1","5","7","7","4","5","4","5","3","5","4","4","sociable,enthusiastic,tidy,aloof,traditional,balanced,sympathetic,carefree,artistic,diligent,conventional,thoughtless,subordinate,active,trustful,passive,relaxed,curious,kind,irritable,suspicious,blue,polite,organized,assertive,reliable,lazy,nervous","subordinate","13","It can have multiple meanings."
"o-1PgQmB4Do7j3BisvV7bAv7LyT9zjLv-_K8K97uV0Tn0GfVm-DwZHMhKz-9CLzg","3145","15","2024-07-17 23:10:15","2024-07-17 23:17:30","2024-07-17 23:17:30","","I was at home alone watching YouTube videos in my bedroom.","3","10","8","2","2","8","1","1","6","1","8","9","1","8","5","5","1","2","4","6","10","1","10","1","3","6","5","5","I will go to campus for classes twice a week. I do not normally interact with many people while doing classes. Then 3 to 5 times a week I will go to work where I interact with customers and my coworkers. Then I will normally see a friend once or twice a week where we either go to downtown or around Kitsilano. ","9","3","3","8","7","4","4","1","6","8","6","7","5","3","6","6","1","2","2","5","8","9","8","7","6","8","5","7","kind,relaxed,carefree,tidy,trustful,polite,subordinate,sociable,conventional,assertive,passive,organized,blue,traditional,reliable,enthusiastic,suspicious,irritable,aloof,curious,lazy,nervous,sympathetic,artistic,active,diligent,thoughtless,balanced","blue","13","Blue can mean sad but the technical definition is that it’s a color unlike the other words so I was unsure about it. "
"e2OlVnypUy_B5fmmL12yVJVesbFxhBZk0Cp3lhModqXOodLwXt_7EmgM9MHLVgS9","3242","15","2024-07-18 06:39:07","2024-07-18 06:41:33","2024-07-18 06:41:33","","i was studying, and i was sitting alone in my room. It was hot in my room, and I was tired. ","1","3","1","1","7","3","1","1","1","3","1","1","1","1","1","1","1","1","4","9","10","5","1","4","1","5","1","5","i go to the gym, work, and school. I interact with people at all the places. It's always super hot when I walk around these places. ","6","1","4","1","2","8","9","8","5","9","1","7","9","1","9","10","1","10","9","7","7","9","1","9","1","6","7","2","traditional,artistic,diligent,suspicious,thoughtless,nervous,active,passive,relaxed,irritable,sympathetic,carefree,lazy,tidy,organized,balanced,aloof,assertive,blue,polite,reliable,enthusiastic,sociable,conventional,curious,trustful,subordinate,kind","","",""
"gONlHY5vl5W65BDeqNaHUEJuHVdDOLOrUzELTM4fWonIzxhwS77rZr2_-RTg6F63","3456","15","2024-07-18 23:20:00","2024-07-18 23:30:14","2024-07-18 23:30:14","","I was working out in my room with an online website that provides personalized workouts. I was sweating a lot and kinda tired but also very energized. Light from outside was quite bright and breeze coming through the window. My roomates were home one working and the other sleeping so I tried not to be too loud.","6","7","8","2","2","8","4","7","1","10","1","8","8","3","5","5","2","5","9","8","1","1","4","3","9","2","7","3","On mondays wednesdays and fridays i go to volunteer from 1-4 and i have lunch there. Usually work out before, as soon as I wake up, at around 9-9:30AM. I walk to the volunteer place or take the bus depending on how late I am. After I come back home super tired and watch something on Netflix or take a nap for bit, then I try to study for my class. On tuesdays and thursday I go to night class from 6-9PM, i often walk there and in the class i meet my friends and sit with them. After I am often exhausted and walk back home starving and make myself dinner, usually a sandwich or mac and cheese with tuna. Then i go to my room and watch the series I'm currently watching. I usually go to bed around 11:30-12 PM daily.","8","9","7","8","8","7","8","6","1","9","2","7","2","2","7","6","1","3","4","4","9","1","4","2","6","6","2","2","carefree,assertive,sympathetic,irritable,thoughtless,artistic,aloof,relaxed,trustful,diligent,nervous,polite,balanced,organized,lazy,subordinate,kind,active,sociable,curious,blue,conventional,tidy,enthusiastic,passive,suspicious,reliable,traditional","aloof,diligent,subordinate,conventional,passive,suspicious,traditional","7, 10, 16, 22, 25, 26, 28","For aloof I just don't know what it means overall due to language barries. For the rest I am just unsure about how to interpret them for the study."
